"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 13, 2018","483.03","494.86","496.23","481.30","-","-2.39%"
"Nov 12, 2018","494.86","505.68","511.05","494.27","-","-2.14%"
"Nov 09, 2018","505.68","507.56","508.93","497.16","-","-0.37%"
"Nov 08, 2018","507.56","519.00","520.88","506.21","-","-2.20%"
"Nov 07, 2018","519.00","510.77","520.62","510.77","-","1.61%"
"Nov 06, 2018","510.77","509.06","511.83","505.07","-","0.34%"
"Nov 05, 2018","509.06","500.99","510.53","500.99","-","1.61%"
"Nov 02, 2018","500.99","501.52","510.67","495.32","-","-0.11%"
"Nov 01, 2018","501.52","497.37","503.95","493.46","-","0.83%"
"Oct 31, 2018","497.37","494.41","505.69","494.41","-","0.60%"
"Oct 30, 2018","494.41","483.31","495.65","482.11","-","2.30%"
"Oct 29, 2018","483.31","492.59","496.83","477.33","-","-1.88%"
"Oct 26, 2018","492.59","496.47","498.66","484.71","-","-0.78%"
"Oct 25, 2018","496.47","490.83","501.36","490.83","-","1.15%"
"Oct 24, 2018","490.83","510.17","512.45","490.36","-","-3.79%"
"Oct 23, 2018","510.17","524.19","524.19","503.28","-","-2.67%"
"Oct 22, 2018","524.19","530.02","530.55","520.94","-","-1.10%"
"Oct 19, 2018","530.02","534.41","537.89","529.76","-","-0.82%"
"Oct 18, 2018","534.41","537.01","539.40","531.34","-","-0.48%"
"Oct 17, 2018","537.01","540.77","541.02","532.57","-","-0.70%"
"Oct 16, 2018","540.77","536.08","541.25","535.64","-","0.87%"
"Oct 15, 2018","536.08","540.51","542.59","536.07","-","-0.82%"
"Oct 12, 2018","540.51","538.87","545.77","532.44","-","0.30%"
"Oct 11, 2018","538.87","556.04","556.04","535.38","-","-3.09%"
"Oct 10, 2018","556.04","576.72","578.06","555.93","-","-3.59%"
"Oct 09, 2018","576.72","571.09","580.35","570.64","-","0.99%"
"Oct 08, 2018","571.09","571.36","572.03","565.20","-","-0.05%"
"Oct 05, 2018","571.36","571.61","573.23","568.01","-","-0.04%"
"Oct 04, 2018","571.61","574.55","575.42","568.30","-","-0.51%"
"Oct 03, 2018","574.55","569.86","575.65","569.86","-","0.82%"
"Oct 02, 2018","569.86","569.13","571.39","565.51","-","0.13%"
"Oct 01, 2018","569.13","560.91","570.87","560.91","-","1.47%"
"Sep 28, 2018","560.91","562.37","566.74","559.55","-","-0.26%"
"Sep 27, 2018","562.37","562.11","565.28","560.97","-","0.05%"
"Sep 26, 2018","562.11","567.74","567.74","561.64","-","-0.99%"
"Sep 25, 2018","567.74","564.51","570.35","564.51","-","0.57%"
"Sep 24, 2018","564.51","556.34","566.65","556.34","-","1.47%"
"Sep 21, 2018","556.34","552.36","557.99","551.48","-","0.72%"
"Sep 20, 2018","552.36","552.68","556.91","551.91","-","-0.06%"
"Sep 19, 2018","552.68","550.58","554.51","550.39","-","0.38%"
"Sep 18, 2018","550.58","546.77","554.14","546.77","-","0.70%"
"Sep 17, 2018","546.77","545.87","550.42","545.60","-","0.16%"
"Sep 14, 2018","545.87","542.83","547.84","542.83","-","0.56%"
"Sep 13, 2018","542.83","542.82","543.94","538.28","-","0.00%"
"Sep 12, 2018","542.82","540.06","548.11","540.06","-","0.51%"
"Sep 11, 2018","540.06","534.83","543.03","532.91","-","0.98%"
"Sep 10, 2018","534.83","534.93","540.06","534.74","-","-0.02%"
"Sep 07, 2018","534.93","535.06","535.96","527.36","-","-0.02%"
"Sep 06, 2018","535.06","545.58","545.58","533.85","-","-1.93%"
"Sep 05, 2018","545.58","546.02","546.02","538.23","-","-0.08%"
"Sep 04, 2018","546.02","547.58","550.21","544.01","-","-0.28%"
"Aug 31, 2018","547.58","551.63","551.63","545.32","-","-0.73%"
"Aug 30, 2018","551.63","553.39","554.27","548.98","-","-0.32%"
"Aug 29, 2018","553.39","549.94","555.66","549.94","-","0.63%"
"Aug 28, 2018","549.94","552.44","555.58","549.54","-","-0.45%"
"Aug 27, 2018","552.44","548.40","552.93","548.40","-","0.74%"
"Aug 24, 2018","548.40","544.07","551.46","544.07","-","0.80%"
"Aug 23, 2018","544.07","546.93","546.93","542.11","-","-0.52%"
"Aug 22, 2018","546.93","540.46","548.53","540.46","-","1.20%"
"Aug 21, 2018","540.46","537.80","544.69","537.80","-","0.49%"
"Aug 20, 2018","537.80","534.27","539.50","534.01","-","0.66%"
"Aug 17, 2018","534.27","532.85","535.53","532.20","-","0.27%"
"Aug 16, 2018","532.85","529.59","535.73","529.59","-","0.62%"
"Aug 15, 2018","529.59","548.87","548.87","528.23","-","-3.51%"
"Aug 14, 2018","548.87","547.44","552.51","546.79","-","0.26%"
"Aug 13, 2018","547.44","554.18","555.44","547.34","-","-1.22%"
"Aug 10, 2018","554.18","552.70","554.48","549.01","-","0.27%"
"Aug 09, 2018","552.70","557.65","559.18","551.88","-","-0.89%"
"Aug 08, 2018","557.65","561.93","561.93","554.47","-","-0.76%"
"Aug 07, 2018","561.93","557.93","565.09","557.93","-","0.72%"
"Aug 06, 2018","557.93","556.06","560.30","554.09","-","0.34%"
"Aug 03, 2018","556.06","558.66","558.66","553.00","-","-0.47%"
"Aug 02, 2018","558.66","561.58","561.58","554.19","-","-0.52%"
"Aug 01, 2018","561.58","569.16","569.16","558.87","-","-1.33%"
"Jul 31, 2018","569.16","570.98","573.15","568.47","-","-0.32%"
"Jul 30, 2018","570.98","566.22","572.93","566.22","-","0.84%"
"Jul 27, 2018","566.22","569.12","569.20","562.20","-","-0.51%"
"Jul 26, 2018","569.12","563.52","569.92","563.23","-","0.99%"
"Jul 25, 2018","563.52","558.48","564.29","556.37","-","0.90%"
"Jul 24, 2018","558.48","551.23","561.52","551.23","-","1.32%"
"Jul 23, 2018","551.23","553.41","555.32","550.38","-","-0.39%"
"Jul 20, 2018","553.41","555.37","556.66","551.85","-","-0.35%"
"Jul 19, 2018","555.37","555.47","557.97","553.47","-","-0.02%"
"Jul 18, 2018","555.47","555.30","556.46","547.23","-","0.03%"
"Jul 17, 2018","555.30","557.42","558.27","552.18","-","-0.38%"
"Jul 16, 2018","557.42","564.08","564.08","552.67","-","-1.18%"
"Jul 13, 2018","564.08","560.96","567.39","560.50","-","0.56%"
"Jul 12, 2018","560.96","559.84","564.33","557.10","-","0.20%"
"Jul 11, 2018","559.84","572.13","572.13","556.29","-","-2.15%"
"Jul 10, 2018","572.13","567.93","576.58","567.93","-","0.74%"
"Jul 09, 2018","567.93","559.67","568.42","559.67","-","1.48%"
"Jul 06, 2018","559.67","555.97","561.14","551.75","-","0.67%"
"Jul 05, 2018","555.97","556.84","561.88","554.55","-","-0.16%"
"Jul 03, 2018","556.84","552.86","565.35","552.86","-","0.72%"
"Jul 02, 2018","552.86","561.54","561.54","550.25","-","-1.55%"
"Jun 29, 2018","561.54","557.93","567.32","557.93","-","0.65%"
"Jun 28, 2018","557.93","558.58","561.21","553.66","-","-0.12%"
"Jun 27, 2018","558.58","551.20","565.33","551.20","-","1.34%"
"Jun 26, 2018","551.20","543.60","553.10","543.60","-","1.40%"
"Jun 25, 2018","543.60","555.82","555.82","540.58","-","-2.20%"
"Jun 22, 2018","555.82","543.84","561.29","543.84","-","2.20%"
"Jun 21, 2018","543.84","554.52","554.52","541.83","-","-1.93%"
"Jun 20, 2018","554.52","552.17","556.48","550.23","-","0.43%"
"Jun 19, 2018","552.17","553.66","554.26","545.46","-","-0.27%"
"Jun 18, 2018","553.66","547.51","557.09","546.91","-","1.12%"
"Jun 15, 2018","547.51","559.30","559.30","546.89","-","-2.11%"
"Jun 14, 2018","559.30","560.50","564.03","558.71","-","-0.21%"
"Jun 13, 2018","560.50","562.79","564.20","558.68","-","-0.41%"
"Jun 12, 2018","562.79","567.05","568.83","561.56","-","-0.75%"
"Jun 11, 2018","567.05","565.02","570.06","563.32","-","0.36%"
"Jun 08, 2018","565.02","566.26","567.72","561.19","-","-0.22%"
"Jun 07, 2018","566.26","557.43","569.03","557.43","-","1.58%"
"Jun 06, 2018","557.43","554.30","558.77","552.54","-","0.56%"
"Jun 05, 2018","554.30","556.21","558.96","552.34","-","-0.34%"
"Jun 04, 2018","556.21","561.37","567.25","554.92","-","-0.92%"
"Jun 01, 2018","561.37","558.35","564.92","558.26","-","0.54%"
"May 31, 2018","558.35","563.01","565.06","557.40","-","-0.83%"
"May 30, 2018","563.01","546.01","565.17","546.01","-","3.11%"
"May 29, 2018","546.01","547.77","549.25","540.97","-","-0.32%"
"May 25, 2018","547.77","562.44","562.44","542.40","-","-2.61%"
"May 24, 2018","562.44","571.98","571.98","560.05","-","-1.67%"
"May 23, 2018","571.98","571.99","572.30","564.11","-","-0.00%"
"May 22, 2018","571.99","579.40","583.43","570.55","-","-1.28%"
"May 21, 2018","579.40","573.85","579.65","573.85","-","0.97%"
"May 18, 2018","573.85","578.51","578.51","573.46","-","-0.81%"
"May 17, 2018","578.51","571.02","579.21","571.02","-","1.31%"
"May 16, 2018","571.02","568.92","571.20","565.29","-","0.37%"
"May 15, 2018","568.92","568.85","569.93","564.75","-","0.01%"
"May 14, 2018","568.85","565.28","571.67","565.28","-","0.63%"
"May 11, 2018","565.28","565.87","568.92","563.90","-","-0.10%"
"May 10, 2018","565.87","561.29","566.95","561.14","-","0.82%"
"May 09, 2018","561.29","550.10","567.34","550.10","-","2.03%"
"May 08, 2018","550.10","545.84","550.19","536.40","-","0.78%"
"May 07, 2018","545.84","544.84","557.66","544.74","-","0.18%"
"May 04, 2018","544.84","542.41","546.90","538.56","-","0.45%"
"May 03, 2018","542.41","543.68","543.68","535.10","-","-0.23%"
"May 02, 2018","543.68","541.54","547.75","539.92","-","0.40%"
"May 01, 2018","541.54","544.56","544.56","534.67","-","-0.55%"
"Apr 30, 2018","544.56","544.78","550.85","544.19","-","-0.04%"
"Apr 27, 2018","544.78","551.49","551.49","542.74","-","-1.22%"
"Apr 26, 2018","551.49","543.32","551.66","543.32","-","1.50%"
"Apr 25, 2018","543.32","538.93","543.99","533.92","-","0.81%"
"Apr 24, 2018","538.93","544.78","549.85","536.05","-","-1.07%"
"Apr 23, 2018","544.78","541.48","544.78","536.95","-","0.61%"
"Apr 20, 2018","541.48","544.26","544.26","538.05","-","-0.51%"
"Apr 19, 2018","544.26","543.50","548.11","540.91","-","0.14%"
"Apr 18, 2018","543.50","535.23","548.26","535.23","-","1.55%"
"Apr 17, 2018","535.23","533.10","537.56","531.59","-","0.40%"
"Apr 16, 2018","533.10","527.75","535.48","526.20","-","1.01%"
"Apr 13, 2018","527.75","522.08","529.74","522.08","-","1.09%"
"Apr 12, 2018","522.08","522.11","526.04","520.22","-","-0.01%"
"Apr 11, 2018","522.11","516.73","523.20","515.38","-","1.04%"
"Apr 10, 2018","516.73","500.13","520.74","500.13","-","3.32%"
"Apr 09, 2018","500.13","497.80","506.49","497.80","-","0.47%"
"Apr 06, 2018","497.80","507.14","507.14","491.28","-","-1.84%"
"Apr 05, 2018","507.14","498.10","510.04","498.10","-","1.81%"
"Apr 04, 2018","498.10","498.79","499.07","487.79","-","-0.14%"
"Apr 03, 2018","498.79","488.35","499.09","485.49","-","2.14%"
"Apr 02, 2018","488.35","498.29","498.29","479.90","-","-1.99%"
"Mar 29, 2018","498.29","487.78","500.10","487.78","-","2.15%"
"Mar 28, 2018","487.78","497.67","499.33","487.17","-","-1.99%"
"Mar 27, 2018","497.67","502.07","506.36","494.81","-","-0.88%"
"Mar 26, 2018","502.07","493.31","502.79","493.31","-","1.78%"
"Mar 23, 2018","493.31","496.27","504.39","492.18","-","-0.60%"
"Mar 22, 2018","496.27","506.58","506.58","495.32","-","-2.04%"
"Mar 21, 2018","506.58","493.61","509.72","493.61","-","2.63%"
"Mar 20, 2018","493.61","489.50","496.93","489.50","-","0.84%"
"Mar 19, 2018","489.50","497.93","497.93","486.89","-","-1.69%"
"Mar 16, 2018","497.93","492.95","499.34","492.26","-","1.01%"
"Mar 15, 2018","492.95","495.04","499.22","489.25","-","-0.42%"
"Mar 14, 2018","495.04","498.27","501.34","494.23","-","-0.65%"
"Mar 13, 2018","498.27","501.89","505.75","496.30","-","-0.72%"
"Mar 12, 2018","501.89","502.18","505.59","499.61","-","-0.06%"
"Mar 09, 2018","502.18","492.60","502.40","492.60","-","1.94%"
"Mar 08, 2018","492.60","493.18","495.45","489.28","-","-0.12%"
"Mar 07, 2018","493.18","497.31","497.31","488.63","-","-0.83%"
"Mar 06, 2018","497.31","497.11","501.93","494.89","-","0.04%"
"Mar 05, 2018","497.11","491.86","498.55","489.62","-","1.07%"
"Mar 02, 2018","491.86","489.87","493.58","482.60","-","0.41%"
"Mar 01, 2018","489.87","490.67","497.39","486.26","-","-0.16%"
"Feb 28, 2018","490.67","502.15","506.49","490.54","-","-2.29%"
"Feb 27, 2018","502.15","508.91","513.86","502.12","-","-1.33%"
"Feb 26, 2018","508.91","505.59","509.76","505.59","-","0.66%"
"Feb 23, 2018","505.59","494.73","505.94","494.73","-","2.20%"
"Feb 22, 2018","494.73","489.44","501.93","489.44","-","1.08%"
"Feb 21, 2018","489.44","497.69","500.84","489.42","-","-1.66%"
"Feb 20, 2018","497.69","500.52","505.04","495.51","-","-0.57%"
"Feb 16, 2018","500.52","501.76","505.17","497.65","-","-0.25%"
"Feb 15, 2018","501.76","503.89","505.04","494.03","-","-0.42%"
"Feb 14, 2018","503.89","496.92","505.34","491.03","-","1.40%"
"Feb 13, 2018","496.92","499.15","499.15","493.95","-","-0.45%"
"Feb 12, 2018","499.15","491.04","504.52","491.04","-","1.65%"
"Feb 09, 2018","491.04","492.78","497.43","475.12","-","-0.35%"
"Feb 08, 2018","492.78","507.90","510.50","492.76","-","-2.98%"
"Feb 07, 2018","507.90","516.52","524.36","507.87","-","-1.67%"
"Feb 06, 2018","516.52","513.07","520.32","502.28","-","0.67%"
"Feb 05, 2018","513.07","536.43","536.43","504.81","-","-4.35%"
"Feb 02, 2018","536.43","559.54","559.54","532.77","-","-4.13%"
"Feb 01, 2018","559.54","553.45","559.66","551.57","-","1.10%"
"Jan 31, 2018","553.45","552.97","555.42","549.63","-","0.09%"
"Jan 30, 2018","552.97","564.37","564.37","552.66","-","-2.02%"
"Jan 29, 2018","564.37","573.24","573.24","563.53","-","-1.55%"
"Jan 26, 2018","573.24","569.76","573.70","569.76","-","0.61%"
"Jan 25, 2018","569.76","574.21","576.10","568.88","-","-0.77%"
"Jan 24, 2018","574.21","575.64","579.19","572.31","-","-0.25%"
"Jan 23, 2018","575.64","576.52","578.09","572.81","-","-0.15%"
"Jan 22, 2018","576.52","564.66","576.59","564.66","-","2.10%"
"Jan 19, 2018","564.66","565.24","565.24","560.89","-","-0.10%"
"Jan 18, 2018","565.24","569.78","569.78","564.47","-","-0.80%"
"Jan 17, 2018","569.78","564.96","572.20","562.99","-","0.85%"
"Jan 16, 2018","564.96","572.02","572.68","563.88","-","-1.23%"
"Jan 12, 2018","572.02","566.56","572.35","566.56","-","0.96%"
"Jan 11, 2018","566.56","555.32","568.46","555.32","-","2.02%"
"Jan 10, 2018","555.32","555.87","557.81","555.12","-","-0.10%"
"Jan 09, 2018","555.87","557.64","558.75","555.32","-","-0.32%"
"Jan 08, 2018","557.64","554.41","557.76","552.62","-","0.58%"
"Jan 05, 2018","554.41","554.51","554.66","549.63","-","-0.02%"
"Jan 04, 2018","554.51","551.22","554.72","549.00","-","0.60%"
"Jan 03, 2018","551.22","542.93","552.56","542.93","-","1.53%"
"Jan 02, 2018","542.93","533.41","543.53","533.41","-","1.78%"
"Dec 29, 2017","533.41","535.52","536.89","533.41","-","-0.39%"
"Dec 28, 2017","535.52","535.03","535.87","534.05","-","0.09%"
"Dec 27, 2017","535.03","536.75","537.01","534.01","-","-0.32%"
"Dec 26, 2017","536.75","532.36","537.60","532.36","-","0.82%"
"Dec 22, 2017","532.36","531.21","534.29","529.68","-","0.22%"
"Dec 21, 2017","531.21","520.38","532.71","520.37","-","2.08%"
"Dec 20, 2017","520.38","513.32","521.23","513.32","-","1.38%"
"Dec 19, 2017","513.32","512.76","516.29","512.45","-","0.11%"
"Dec 18, 2017","512.76","509.24","515.31","509.24","-","0.69%"
"Dec 15, 2017","509.24","509.38","512.56","508.43","-","-0.03%"
"Dec 14, 2017","509.38","511.04","513.02","509.34","-","-0.32%"
"Dec 13, 2017","511.04","511.74","512.94","509.64","-","-0.14%"
"Dec 12, 2017","511.74","513.40","515.37","511.27","-","-0.32%"
"Dec 11, 2017","513.40","509.77","515.79","509.77","-","0.71%"
"Dec 08, 2017","509.77","505.47","509.81","505.43","-","0.85%"
"Dec 07, 2017","505.47","503.88","506.19","503.02","-","0.32%"
"Dec 06, 2017","503.88","510.46","510.46","503.44","-","-1.29%"
"Dec 05, 2017","510.46","513.18","514.57","509.92","-","-0.53%"
"Dec 04, 2017","513.18","513.33","520.87","511.51","-","-0.03%"
"Dec 01, 2017","513.33","509.28","516.47","507.62","-","0.80%"
"Nov 30, 2017","509.28","501.51","509.92","501.51","-","1.55%"
"Nov 29, 2017","501.51","498.87","502.27","497.70","-","0.53%"
"Nov 28, 2017","498.87","494.80","499.48","494.80","-","0.82%"
"Nov 27, 2017","494.80","499.94","499.94","493.93","-","-1.03%"
"Nov 24, 2017","499.94","498.58","501.42","498.58","-","0.27%"
"Nov 22, 2017","498.58","496.41","500.45","496.41","-","0.44%"
"Nov 21, 2017","496.41","495.30","499.13","495.30","-","0.22%"
"Nov 20, 2017","495.30","496.33","496.33","493.26","-","-0.21%"
"Nov 17, 2017","496.33","494.20","497.41","493.97","-","0.43%"
"Nov 16, 2017","494.20","497.09","497.09","492.95","-","-0.58%"
"Nov 15, 2017","497.09","503.00","503.00","495.51","-","-1.17%"
"Nov 14, 2017","503.00","510.88","510.88","502.46","-","-1.54%"
"Nov 13, 2017","510.88","513.67","514.25","510.43","-","-0.54%"
"Nov 10, 2017","513.67","517.84","517.84","510.00","-","-0.81%"
"Nov 09, 2017","517.84","516.35","518.61","513.51","-","0.29%"
"Nov 08, 2017","516.35","518.41","518.51","513.36","-","-0.40%"
"Nov 07, 2017","518.41","519.33","520.76","515.86","-","-0.18%"
"Nov 06, 2017","519.33","508.14","519.82","508.14","-","2.20%"
"Nov 03, 2017","508.14","506.96","510.04","506.06","-","0.23%"
"Nov 02, 2017","506.96","508.54","509.76","504.02","-","-0.31%"
"Nov 01, 2017","508.54","503.07","510.67","503.07","-","1.09%"
"Oct 31, 2017","503.07","501.26","504.70","499.48","-","0.36%"
"Oct 30, 2017","501.26","499.45","502.74","498.83","-","0.36%"
"Oct 27, 2017","499.45","498.46","501.90","491.89","-","0.20%"
"Oct 26, 2017","498.46","497.25","500.02","495.56","-","0.24%"
"Oct 25, 2017","497.25","500.67","501.19","495.90","-","-0.68%"
"Oct 24, 2017","500.67","499.32","502.78","499.32","-","0.27%"
"Oct 23, 2017","499.32","502.26","504.04","499.25","-","-0.59%"
"Oct 20, 2017","502.26","500.93","502.26","498.67","-","0.27%"
"Oct 19, 2017","500.93","502.50","503.10","499.69","-","-0.31%"
"Oct 18, 2017","502.50","506.03","507.77","501.97","-","-0.70%"
"Oct 17, 2017","506.03","505.61","506.92","503.38","-","0.08%"
"Oct 16, 2017","505.61","504.51","508.53","504.51","-","0.22%"
"Oct 13, 2017","504.51","504.87","509.13","504.24","-","-0.07%"
"Oct 12, 2017","504.87","506.78","506.78","502.35","-","-0.38%"
"Oct 11, 2017","506.78","505.57","506.99","503.05","-","0.24%"
"Oct 10, 2017","505.57","505.05","510.24","504.97","-","0.10%"
"Oct 09, 2017","505.05","503.79","506.35","503.79","-","0.25%"
"Oct 06, 2017","503.79","507.94","507.94","502.11","-","-0.82%"
"Oct 05, 2017","507.94","505.89","508.76","505.83","-","0.41%"
"Oct 04, 2017","505.89","506.21","507.49","504.04","-","-0.06%"
"Oct 03, 2017","506.21","506.63","507.79","505.07","-","-0.08%"
"Oct 02, 2017","506.63","506.72","506.72","499.82","-","-0.02%"
"Sep 29, 2017","506.72","506.93","506.93","503.62","-","-0.04%"
"Sep 28, 2017","506.93","506.17","509.70","505.61","-","0.15%"
"Sep 27, 2017","506.17","503.77","506.26","501.84","-","0.48%"
"Sep 26, 2017","503.77","504.74","504.91","501.81","-","-0.19%"
"Sep 25, 2017","504.74","497.41","505.68","497.41","-","1.47%"
"Sep 22, 2017","497.41","494.78","498.62","493.86","-","0.53%"
"Sep 21, 2017","494.78","495.11","496.20","492.82","-","-0.07%"
"Sep 20, 2017","495.11","491.73","496.12","491.73","-","0.69%"
"Sep 19, 2017","491.73","489.89","492.42","489.89","-","0.38%"
"Sep 18, 2017","489.89","487.76","490.03","486.43","-","0.44%"
"Sep 15, 2017","487.76","486.50","487.76","484.62","-","0.26%"
"Sep 14, 2017","486.50","484.63","489.87","484.63","-","0.39%"
"Sep 13, 2017","484.63","478.70","484.73","478.70","-","1.24%"
"Sep 12, 2017","478.70","476.23","479.81","476.18","-","0.52%"
"Sep 11, 2017","476.23","471.43","476.63","471.43","-","1.02%"
"Sep 08, 2017","471.43","476.48","476.48","469.50","-","-1.06%"
"Sep 07, 2017","476.48","475.65","477.83","473.46","-","0.17%"
"Sep 06, 2017","475.65","467.98","477.17","467.98","-","1.64%"
"Sep 05, 2017","467.98","465.36","470.05","464.76","-","0.56%"
"Sep 01, 2017","465.36","461.61","466.77","460.71","-","0.81%"
"Aug 31, 2017","461.61","459.21","462.48","459.21","-","0.52%"
"Aug 30, 2017","459.21","459.06","460.52","456.21","-","0.03%"
"Aug 29, 2017","459.06","459.61","459.66","455.87","-","-0.12%"
"Aug 28, 2017","459.61","461.78","463.32","457.34","-","-0.47%"
"Aug 25, 2017","461.78","459.39","463.56","459.39","-","0.52%"
"Aug 24, 2017","459.39","459.47","460.71","457.66","-","-0.02%"
"Aug 23, 2017","459.47","457.72","461.63","456.40","-","0.38%"
"Aug 22, 2017","457.72","454.57","458.62","454.57","-","0.69%"
"Aug 21, 2017","454.57","457.09","457.09","453.20","-","-0.55%"
"Aug 18, 2017","457.09","454.52","460.01","453.29","-","0.57%"
"Aug 17, 2017","454.52","461.18","461.18","454.52","-","-1.44%"
"Aug 16, 2017","461.18","466.44","466.66","460.33","-","-1.13%"
"Aug 15, 2017","466.44","468.29","468.29","463.94","-","-0.40%"
"Aug 14, 2017","468.29","469.55","472.50","467.75","-","-0.27%"
"Aug 11, 2017","469.55","472.82","474.04","469.31","-","-0.69%"
"Aug 10, 2017","472.82","479.23","479.31","472.15","-","-1.34%"
"Aug 09, 2017","479.23","478.67","481.86","477.32","-","0.12%"
"Aug 08, 2017","478.67","479.27","482.53","477.27","-","-0.13%"
"Aug 07, 2017","479.27","483.44","483.44","478.23","-","-0.86%"
"Aug 04, 2017","483.44","481.77","484.47","480.99","-","0.35%"
"Aug 03, 2017","481.77","488.33","488.33","479.81","-","-1.34%"
"Aug 02, 2017","488.33","489.87","490.26","483.63","-","-0.31%"
"Aug 01, 2017","489.87","489.57","492.52","487.85","-","0.06%"
"Jul 31, 2017","489.57","488.44","492.33","487.52","-","0.23%"
"Jul 28, 2017","488.44","489.38","492.57","486.47","-","-0.19%"
"Jul 27, 2017","489.38","484.56","489.51","482.40","-","0.99%"
"Jul 26, 2017","484.56","484.07","489.92","483.39","-","0.10%"
"Jul 25, 2017","484.07","478.03","487.42","478.03","-","1.26%"
"Jul 24, 2017","478.03","479.45","480.28","477.26","-","-0.30%"
"Jul 21, 2017","479.45","483.72","484.47","478.58","-","-0.88%"
"Jul 20, 2017","483.72","485.46","489.55","482.69","-","-0.36%"
"Jul 19, 2017","485.46","478.78","485.70","478.19","-","1.40%"
"Jul 18, 2017","478.78","481.13","482.97","476.98","-","-0.49%"
"Jul 17, 2017","481.13","481.77","484.31","480.47","-","-0.13%"
"Jul 14, 2017","481.78","479.19","482.64","478.80","-","0.54%"
"Jul 13, 2017","479.19","477.09","479.39","475.14","-","0.44%"
"Jul 12, 2017","477.09","475.69","481.64","475.39","-","0.29%"
"Jul 11, 2017","475.69","473.20","477.40","471.35","-","0.53%"
"Jul 10, 2017","473.20","471.95","474.48","470.34","-","0.26%"
"Jul 07, 2017","471.95","472.40","472.69","466.94","-","-0.10%"
"Jul 06, 2017","472.40","477.67","479.74","471.70","-","-1.10%"
"Jul 05, 2017","477.67","487.49","487.49","476.03","-","-2.01%"
"Jul 03, 2017","487.49","477.91","489.53","477.91","-","2.00%"
"Jun 30, 2017","477.91","476.16","480.42","475.46","-","0.37%"
"Jun 29, 2017","476.16","475.57","481.49","475.32","-","0.12%"
"Jun 28, 2017","475.57","472.92","478.27","472.92","-","0.57%"
"Jun 27, 2017","472.88","473.69","477.43","472.84","-","-0.17%"
"Jun 26, 2017","473.69","474.83","476.91","471.74","-","-0.24%"
"Jun 23, 2017","474.83","471.28","475.22","470.45","-","0.75%"
"Jun 22, 2017","471.28","471.88","475.60","469.80","-","-0.13%"
"Jun 21, 2017","471.88","479.55","480.79","469.60","-","-1.60%"
"Jun 20, 2017","479.55","485.60","485.60","474.36","-","-1.25%"
"Jun 19, 2017","485.60","488.95","488.95","484.49","-","-0.69%"
"Jun 16, 2017","488.95","480.70","488.95","480.69","-","1.72%"
"Jun 15, 2017","480.70","483.99","484.46","478.72","-","-0.68%"
"Jun 14, 2017","483.99","493.02","493.02","480.68","-","-1.83%"
"Jun 13, 2017","493.02","489.77","493.79","488.79","-","0.66%"
"Jun 12, 2017","489.77","486.49","494.36","486.49","-","0.67%"
"Jun 09, 2017","486.49","474.73","487.65","474.73","-","2.48%"
"Jun 08, 2017","474.73","476.05","478.21","474.11","-","-0.28%"
"Jun 07, 2017","476.05","483.20","483.20","472.95","-","-1.48%"
"Jun 06, 2017","483.20","477.46","483.85","476.17","-","1.20%"
"Jun 05, 2017","477.46","476.67","479.14","474.97","-","0.17%"
"Jun 02, 2017","476.67","482.37","482.37","474.62","-","-1.18%"
"Jun 01, 2017","482.37","479.19","483.77","477.84","-","0.66%"
"May 31, 2017","479.19","481.11","481.11","476.76","-","-0.40%"
"May 30, 2017","481.11","487.49","487.49","481.09","-","-1.31%"
"May 26, 2017","487.49","487.09","488.28","484.85","-","0.08%"
"May 25, 2017","487.09","495.96","499.44","485.46","-","-1.79%"
"May 24, 2017","495.96","498.13","499.19","493.69","-","-0.44%"
"May 23, 2017","498.13","497.31","499.19","495.98","-","0.16%"
"May 22, 2017","497.31","498.15","500.34","495.54","-","-0.17%"
"May 19, 2017","498.15","492.05","499.25","492.05","-","1.24%"
"May 18, 2017","492.05","492.61","494.79","488.57","-","-0.11%"
"May 17, 2017","492.61","498.24","498.74","492.37","-","-1.13%"
"May 16, 2017","498.24","500.45","502.27","496.60","-","-0.44%"
"May 15, 2017","500.45","497.35","505.08","497.35","-","0.62%"
"May 12, 2017","497.35","498.94","499.32","495.83","-","-0.32%"
"May 11, 2017","498.94","499.94","502.26","498.05","-","-0.20%"
"May 10, 2017","499.94","494.67","502.13","494.67","-","1.07%"
"May 09, 2017","494.67","498.95","499.37","493.22","-","-0.86%"
"May 08, 2017","498.95","495.45","499.53","494.86","-","0.71%"
"May 05, 2017","495.45","487.54","495.96","487.54","-","1.62%"
"May 04, 2017","487.54","496.99","496.99","484.81","-","-1.90%"
"May 03, 2017","496.99","495.37","499.05","492.95","-","0.33%"
"May 02, 2017","495.37","497.84","500.30","493.29","-","-0.50%"
"May 01, 2017","497.84","498.95","500.20","496.53","-","-0.22%"
"Apr 28, 2017","498.95","498.31","503.41","498.27","-","0.13%"
"Apr 27, 2017","498.31","503.91","503.91","493.65","-","-1.11%"
"Apr 26, 2017","503.91","505.94","510.50","503.28","-","-0.40%"
"Apr 25, 2017","505.94","501.23","506.76","501.10","-","0.94%"
"Apr 24, 2017","501.23","498.53","503.33","498.53","-","0.54%"
"Apr 21, 2017","498.53","500.67","500.93","496.02","-","-0.43%"
